carat,cut,color,clarity,table,x,price
0.24,4,1,7,61.0,3.95,6.184
1.0,2,4,4,58.0,6.24,8.531
1.01,5,1,5,60.0,6.43,8.918
0.5,3,4,2,57.0,5.1,7.0089999999999995
1.0,4,5,2,58.0,6.29,8.288
0.7,1,4,3,58.0,5.59,7.557
2.01,2,5,2,60.0,7.95,9.577
1.01,5,5,5,57.0,6.43,8.472000000000001
0.46,4,1,3,57.0,4.93,6.875
1.01,5,1,4,59.0,6.38,8.6
0.5,5,4,5,60.0,5.09,7.393
1.52,5,3,4,56.0,7.34,9.585
1.01,4,5,4,59.0,6.33,8.623
1.72,5,4,4,58.0,7.73,9.677
1.25,5,5,4,58.0,6.9,8.683
0.39,4,4,5,59.0,4.71,6.672000000000001
1.51,4,3,3,55.0,7.29,9.333
1.52,5,7,6,62.0,7.61,9.012
0.32,3,3,3,55.0,4.45,6.474
0.3,2,5,3,58.0,4.21,6.042999999999999
0.4,3,1,7,57.0,4.72,7.242000000000001
1.01,4,4,5,59.0,6.34,8.779
0.34,3,1,3,56.0,4.45,6.39
1.15,5,6,3,56.0,6.77,8.442
0.41,3,4,8,56.0,4.77,7.22
1.28,3,6,4,57.0,7.01,8.83
2.05,4,3,2,56.0,8.13,9.617
0.9,3,1,4,59.0,6.17,8.601
1.5,5,1,3,58.0,7.28,9.327
1.51,2,2,3,61.0,7.1,9.325
0.53,5,6,5,58.0,5.26,7.232
0.4,2,3,7,61.0,4.71,7.207000000000001
0.41,3,1,6,56.0,4.85,7.125
1.51,5,5,5,61.0,7.41,9.131
1.21,3,5,6,57.0,6.92,9.003
0.7,4,6,3,56.0,5.64,7.559
0.51,5,4,3,58.0,5.17,6.976
0.96,3,3,5,56.0,6.34,8.66
0.31,3,7,4,55.0,4.32,5.981
0.55,4,1,3,59.0,5.25,7.249
0.5,5,3,3,60.0,5.11,7.159
0.54,2,4,4,55.0,5.15,7.26
1.21,5,1,5,59.0,6.86,9.163
0.54,5,4,3,57.0,5.4,7.236000000000001
0.71,3,4,4,56.0,5.75,7.938
0.56,3,5,3,55.0,5.31,7.102
0.72,5,3,2,59.0,5.83,7.499
2.5,1,4,2,57.0,8.36,9.561
0.77,1,7,3,66.0,5.97,7.579
0.54,5,1,3,61.0,5.31,7.212000000000001
0.51,4,3,4,58.0,5.07,7.256
0.3,3,4,6,55.0,4.33,6.778
2.0,5,3,2,59.0,8.03,9.343
1.03,1,1,3,58.0,6.35,8.635
1.5,2,4,2,58.0,7.19,8.788
0.3,3,5,5,58.0,4.3,6.301
0.23,4,3,6,59.0,3.97,6.157
0.3,5,3,4,60.0,4.36,6.405
1.51,5,6,5,59.0,7.3,9.16
0.3,5,4,5,60.0,4.3,6.654
0.33,3,2,3,55.0,4.4,6.41
0.31,5,5,7,58.0,4.4,6.561
0.5,2,3,4,60.4,5.13,7.356
0.3,5,5,7,59.0,4.29,6.778
0.71,4,6,2,54.0,5.67,7.551
1.0,5,3,3,58.0,6.39,8.431000000000001
0.29,3,1,6,56.0,4.22,6.702999999999999
0.54,3,4,6,56.0,5.25,7.645
2.3,5,6,2,58.0,8.53,9.31
0.31,4,5,3,55.0,4.35,6.1
1.02,5,1,3,56.0,6.63,8.64
0.51,2,1,4,59.0,5.37,7.485
0.7,4,1,5,60.0,5.59,7.89
0.32,4,5,7,57.0,4.33,6.593
0.76,3,3,5,56.0,5.83,8.211
0.36,3,1,4,56.0,4.64,6.921
0.4,1,4,3,67.0,4.81,6.867000000000001
0.72,1,2,3,60.0,5.62,7.768
0.91,3,1,2,57.0,6.17,8.481
1.54,5,3,3,59.0,7.46,9.375
0.7,4,1,6,56.0,5.77,8.1
0.74,1,5,5,63.0,5.63,7.693
0.54,3,3,5,59.0,5.27,7.522
2.02,3,5,2,56.0,8.21,9.369
0.34,5,1,3,60.0,4.48,6.39
0.59,3,4,3,56.0,5.37,7.449
0.32,5,3,4,62.0,4.43,6.65
0.3,3,4,6,54.0,4.29,6.457999999999999
0.41,3,4,3,56.0,4.75,6.827999999999999
1.18,3,6,3,56.0,6.79,8.548
2.12,3,7,3,56.0,8.17,9.582
0.9,4,1,4,57.0,6.13,8.394
0.41,3,4,6,56.0,4.76,6.915
0.54,3,1,3,56.0,5.24,7.401
0.7,2,4,4,61.0,5.57,7.901
0.53,4,1,5,61.0,5.28,7.524
1.02,3,5,2,55.0,6.41,8.491
0.7,1,2,2,57.0,5.56,7.499
0.62,5,4,5,58.0,5.55,7.567
0.5,4,4,6,55.0,5.05,7.5520000000000005
1.16,5,6,2,58.0,6.78,8.372
0.79,5,7,3,62.0,6.03,7.562
0.32,3,1,3,54.0,4.42,6.246
0.5,3,3,3,55.0,5.16,7.194
0.55,2,6,3,61.0,5.37,6.992999999999999
0.71,3,2,4,57.0,5.8,8.172
0.7,3,1,5,57.0,5.65,8.012
1.15,4,5,4,56.0,6.7,8.657
0.27,4,5,7,57.0,4.15,6.223
0.9,1,4,3,59.0,6.05,8.086
0.55,3,3,4,55.0,5.3,7.437
0.3,4,2,5,60.0,4.34,6.494
1.14,2,4,1,56.0,6.63,7.752000000000001
0.37,5,6,7,58.0,4.55,6.524
0.33,5,4,5,59.0,4.43,6.501
1.2,4,5,3,60.0,6.75,8.732000000000001
0.35,3,5,6,55.0,4.5,6.809
0.71,3,1,5,57.0,5.66,8.083
0.34,3,1,3,55.0,4.51,6.64
0.25,4,1,5,56.0,4.1,6.077999999999999
0.33,3,3,6,54.0,4.47,6.635
0.32,3,5,6,56.0,4.37,6.468999999999999
0.57,3,6,4,54.0,5.35,7.1370000000000005
0.32,5,4,4,58.0,4.38,6.579
0.79,4,3,2,57.0,5.84,7.8839999999999995
0.94,2,6,2,60.0,6.14,8.05
0.31,3,4,8,53.0,4.36,6.792000000000001
1.14,1,4,5,67.0,0.0,8.761000000000001
0.52,5,6,7,58.0,5.12,7.39
0.31,4,4,4,57.0,4.3,6.2989999999999995
0.4,4,2,4,52.0,4.63,6.819
1.68,3,4,3,55.0,7.69,9.399
1.32,5,7,4,58.0,7.11,8.666
1.18,5,6,3,56.0,6.74,8.535
0.64,3,2,4,59.0,5.58,7.707000000000001
0.31,4,1,3,61.0,4.35,6.2989999999999995
0.58,3,4,3,58.0,5.33,7.25
1.1,5,5,2,57.0,6.6,8.397
0.31,5,1,4,60.0,4.34,6.522
1.01,4,5,3,57.0,6.41,8.457
2.09,3,4,4,57.0,8.24,9.744
0.31,4,4,4,57.0,4.37,6.3260000000000005
2.0,5,4,3,62.0,6.16,9.61
1.09,4,4,5,59.0,6.54,8.829
0.36,4,1,3,59.0,4.56,6.447
1.01,4,3,2,58.0,6.35,8.374
0.41,5,1,2,57.0,4.83,6.775
0.91,1,1,2,60.0,6.04,8.045
0.42,3,2,7,56.0,4.82,7.391
1.22,4,7,2,58.5,6.84,8.488999999999999
0.31,3,5,3,55.0,4.39,6.14
0.91,5,5,3,58.0,6.26,8.136000000000001
0.42,3,4,7,55.0,4.78,7.072
0.5,3,1,6,57.0,5.13,7.68
0.57,3,1,4,55.0,5.34,7.523
0.7,3,2,3,54.0,5.75,7.945
0.37,3,1,6,54.0,4.61,6.797999999999999
1.23,3,3,5,57.0,6.86,9.051
0.32,2,3,4,57.0,4.34,6.4
0.52,3,3,4,56.0,5.19,7.393
2.04,5,4,3,62.0,8.3,9.63
0.41,3,1,4,57.0,4.79,6.907
0.31,5,1,7,59.0,4.3,6.671
1.01,5,7,2,59.0,6.43,8.225
1.12,3,3,2,56.0,6.65,8.571
0.32,3,1,4,57.0,4.45,6.8020000000000005
1.02,4,3,4,59.0,6.4,8.794
0.3,5,3,4,58.0,4.31,6.405
0.9,5,2,2,59.0,6.18,8.227
1.2,4,6,3,57.0,6.64,8.585
0.35,3,2,4,55.0,4.48,6.72
0.75,3,3,2,55.0,5.86,7.78
1.2,4,5,3,58.0,6.8,8.712
0.34,3,5,8,56.0,4.56,6.896
0.33,3,2,3,56.0,4.46,6.659
0.33,3,2,2,56.0,4.41,6.1979999999999995
0.57,4,1,4,59.0,5.29,7.499
0.73,5,4,5,57.0,5.75,7.895
0.3,3,1,6,57.0,4.32,6.667000000000001
1.5,4,4,4,60.0,7.4,9.513
0.53,3,1,3,55.0,5.21,7.382000000000001
0.71,4,3,4,57.0,5.64,7.928999999999999
0.31,5,4,4,61.0,4.37,6.547999999999999
0.9,4,2,4,59.0,6.12,8.513
0.51,3,5,2,53.0,5.14,6.891
1.07,5,5,4,57.0,6.58,8.626
1.5,1,3,3,60.0,7.18,9.32
0.41,5,5,3,60.0,4.79,6.526
1.0,1,3,3,58.0,6.26,8.431000000000001
0.29,5,1,7,61.0,4.27,6.693
1.5,3,3,3,56.0,7.43,9.079
0.71,3,4,3,55.0,5.72,8.009
0.9,5,2,3,61.0,6.17,8.436
1.62,3,3,5,56.0,7.54,9.729
0.53,5,3,3,59.0,5.21,7.263999999999999
0.9,3,4,3,57.0,6.24,8.277000000000001
2.15,2,4,2,58.0,8.23,9.497
0.73,3,4,7,56.0,5.77,8.157
0.3,3,4,3,56.0,4.32,6.353
0.25,5,1,6,59.0,4.08,6.607
1.21,4,4,2,60.0,6.7,8.623
0.83,3,5,4,54.0,6.06,8.015
0.78,2,2,4,54.0,5.82,8.101
0.7,3,5,7,57.0,5.66,7.84
0.72,3,5,6,55.0,5.75,8.137
0.31,5,1,3,58.0,4.32,6.155
0.72,4,3,4,57.0,5.69,7.983
2.03,5,6,4,62.0,8.22,9.71
0.71,4,6,5,58.0,5.68,7.695
1.3,5,3,4,59.0,7.06,9.201
0.91,4,4,3,58.0,6.29,8.396
0.53,3,4,3,58.0,5.16,7.135
0.31,3,4,6,53.0,4.36,6.472
0.3,3,3,4,56.0,4.3,6.405
0.56,3,1,4,57.0,5.32,7.466
1.51,5,1,4,58.0,7.33,9.529
0.35,3,2,4,56.0,4.56,6.72
1.5,4,4,6,56.0,7.34,9.457
0.53,4,3,2,57.0,5.11,7.032
0.37,5,2,5,60.0,4.63,6.688
0.5,3,2,5,54.3,5.05,7.617000000000001
0.36,3,4,7,55.0,4.58,7.059
0.39,3,3,6,55.0,4.71,6.896
0.42,3,2,4,56.0,4.84,7.006
1.04,3,4,6,56.0,6.5,9.155
0.31,4,3,4,61.0,4.36,6.367999999999999
0.65,5,2,3,58.0,5.61,7.666
1.0,2,7,3,59.0,6.34,8.237
0.3,4,3,4,55.0,4.32,6.261
1.32,3,4,5,56.0,7.04,9.357000000000001
0.71,4,2,3,54.0,5.71,7.968
0.31,3,1,6,56.0,4.39,6.704
0.25,4,3,6,59.0,3.99,6.356
2.01,3,6,3,57.0,8.04,9.66
0.71,3,2,5,57.0,5.7,8.243
1.85,3,6,6,57.0,7.91,9.573
0.36,3,1,5,54.0,4.56,6.727
0.32,3,5,3,54.0,4.39,6.303999999999999
0.3,2,3,3,57.0,4.24,6.215
1.01,4,4,2,58.0,6.41,8.211
0.53,3,2,5,56.0,5.21,7.577000000000001
1.55,3,6,6,59.0,7.41,9.344
1.18,4,1,1,57.0,6.7,8.285
0.38,3,5,4,57.0,4.61,6.608
1.0,2,2,3,65.0,6.31,8.517999999999999
0.39,3,3,5,56.0,4.68,6.796
2.19,2,4,3,56.0,8.26,9.545
0.71,4,4,3,58.0,5.65,7.77
1.02,4,5,3,59.0,6.24,8.527000000000001
1.53,5,4,5,60.0,7.39,9.596
1.76,4,6,2,57.0,7.7,9.2
0.9,3,1,2,56.0,6.15,8.071
1.51,4,1,2,61.0,7.25,9.142000000000001
1.01,4,4,6,56.0,6.4,8.931000000000001
2.35,5,6,2,58.0,8.63,9.758
0.34,4,3,6,56.0,4.51,6.715
0.35,4,1,5,59.9,4.54,6.7860000000000005
1.01,5,3,2,62.0,6.49,8.342
0.4,3,3,5,55.0,4.76,6.877999999999999
1.58,5,2,2,59.0,7.67,9.3
1.04,3,1,3,53.0,6.49,8.742
0.31,5,1,5,58.0,4.37,6.599
1.42,4,4,6,60.0,7.14,9.464
0.51,4,7,4,62.0,5.24,6.916
0.31,2,4,6,56.0,4.28,6.81
1.52,1,6,2,58.0,7.19,8.84
0.28,3,5,8,56.0,4.2,6.372999999999999
2.0,5,5,2,58.0,8.06,9.407
1.6,4,3,2,60.0,7.52,9.033
1.16,5,1,3,60.0,6.7,8.759
0.51,4,1,2,63.0,5.21,7.143
0.83,3,2,4,54.9,6.03,8.384
0.33,3,1,7,54.0,4.46,6.809
1.1,2,5,2,61.0,6.82,8.215
0.73,4,3,2,61.0,5.94,7.818
0.31,2,2,3,57.0,4.29,6.279
0.33,3,4,4,57.0,4.4,6.361000000000001
0.26,3,5,5,55.0,4.1,6.105
1.05,5,3,2,60.0,6.58,8.381
1.01,5,3,3,58.0,6.43,8.535
0.7,4,2,3,55.0,5.67,7.959
1.7,1,4,4,58.0,7.51,9.606
1.02,3,3,2,56.0,6.47,8.429
0.71,4,3,3,55.0,5.65,7.79
0.53,3,5,5,55.0,5.18,7.456
0.7,4,4,5,57.0,5.69,8.048
1.56,3,5,3,54.0,7.48,9.281
0.32,3,3,4,57.0,4.38,6.718999999999999
0.29,3,4,6,57.0,4.27,6.409
1.63,2,6,3,58.0,7.4,9.165
0.36,3,6,8,55.0,4.58,6.6
0.3,5,1,8,58.0,4.3,7.0
0.38,3,5,3,56.0,4.67,6.522
0.57,3,3,6,57.0,5.38,7.75
1.2,5,4,1,58.0,6.82,8.036
1.2,3,5,5,57.0,6.69,8.895
0.33,3,3,4,55.0,4.48,6.75
0.35,5,5,3,62.0,4.56,6.446000000000001
0.71,1,1,4,59.0,5.62,7.973
1.03,1,4,2,58.0,6.3,8.234
0.32,3,1,4,54.0,4.4,6.553999999999999
1.62,5,3,3,58.0,7.63,9.37
0.61,3,7,5,56.0,5.44,7.358
0.52,4,2,4,57.0,5.22,7.417000000000001
0.81,3,2,2,54.0,5.96,8.058
0.39,5,1,4,59.0,4.83,6.882000000000001
0.9,3,3,4,56.0,6.23,8.484
0.32,3,1,6,53.0,4.41,6.6579999999999995
0.94,3,2,2,56.0,6.24,8.548
1.1,5,2,2,58.0,6.6,8.461
1.51,4,4,5,63.0,7.36,9.419
1.05,5,2,3,60.0,6.73,8.669
0.52,3,1,4,57.0,5.17,7.504
0.91,4,4,2,54.0,6.14,8.193
0.54,5,4,5,58.0,5.25,7.473
1.01,4,2,4,60.0,6.39,8.872
1.22,2,5,2,64.0,6.93,8.472999999999999
0.7,3,3,1,57.0,5.67,7.564
0.75,3,2,5,58.0,5.77,8.296
1.01,3,4,5,56.0,6.4,8.847000000000001
1.36,4,3,3,53.0,7.05,8.794
1.2,5,6,2,60.0,6.99,8.351
0.4,4,3,3,60.0,4.77,6.561
1.01,3,1,3,56.0,6.48,8.619
0.33,3,1,4,58.0,4.53,6.524
1.24,3,5,5,56.0,6.88,9.024
1.51,3,3,3,57.0,7.27,9.277000000000001
0.39,3,5,6,56.1,4.7,6.749
1.13,4,6,2,57.0,6.76,8.342
0.38,3,2,7,56.0,4.72,7.532
0.31,3,3,4,57.0,4.3,6.438
2.02,3,4,2,57.0,8.15,9.756
1.4,5,3,4,58.0,7.26,9.339
1.16,3,4,2,55.0,6.74,8.647
0.58,3,4,5,55.0,5.36,7.555
0.46,5,2,7,59.0,5.04,7.574
1.01,4,4,3,59.0,6.36,8.54
0.31,3,6,7,54.0,4.37,6.3229999999999995
0.42,3,1,3,55.0,4.81,6.86
0.51,4,7,3,56.0,5.06,6.8839999999999995
0.32,3,1,4,55.0,4.41,6.7410000000000005
1.11,4,3,3,61.0,6.64,8.591000000000001
0.32,2,2,3,55.0,4.31,6.31
0.26,3,5,5,56.0,4.12,6.105
1.0,2,1,4,60.0,6.52,8.847999999999999
0.51,3,2,4,57.0,5.09,7.4879999999999995
0.54,3,4,7,53.9,5.22,7.604
1.0,4,5,4,63.0,6.38,8.675
0.7,5,5,2,59.0,5.92,7.6770000000000005
2.43,1,4,2,57.0,8.41,9.613999999999999
1.06,4,5,2,54.0,6.5,8.415
0.91,1,5,7,67.0,6.38,8.322000000000001
0.23,2,1,7,62.0,3.9,6.136
0.4,5,3,6,58.0,4.75,7.059
1.01,5,4,2,59.0,6.39,8.373
1.25,3,6,4,56.0,6.87,8.767000000000001
1.01,2,4,5,57.0,6.38,8.837
1.02,5,7,4,58.0,6.4,8.164
0.31,3,5,5,57.0,4.34,6.2989999999999995
0.54,3,6,3,56.0,5.25,7.016
0.5,1,2,3,58.0,5.0,7.188
0.7,3,3,3,55.0,5.7,8.045
0.9,5,4,4,61.0,6.19,8.314
0.41,3,4,5,57.0,4.81,6.867999999999999
1.01,5,3,4,59.0,6.39,8.793
0.62,5,4,3,58.0,5.56,7.36
0.34,3,1,3,56.0,4.52,6.64
0.31,3,1,4,56.0,4.39,6.465
0.3,3,5,7,53.0,4.28,6.528
0.92,4,1,2,54.0,6.29,8.21
1.06,5,2,2,61.0,6.59,8.498
1.02,3,7,4,57.0,6.5,8.389
1.01,3,3,4,56.0,6.56,8.824
1.57,4,5,3,60.0,7.4,9.23
0.76,3,4,5,54.0,5.88,8.202
0.33,3,1,4,55.0,4.4,6.582999999999999
0.33,3,2,4,56.0,4.42,6.6610000000000005
1.0,5,4,3,61.0,6.44,8.198
1.14,5,5,2,59.0,6.77,8.456
0.4,5,4,4,58.0,4.75,6.624
1.53,5,6,5,59.0,7.34,9.299
0.75,3,5,3,57.0,5.82,7.68
1.51,4,6,2,58.0,7.24,8.873
1.01,5,7,4,60.0,6.45,8.068
0.91,4,2,3,60.0,6.22,8.404
2.4,4,6,2,58.5,8.59,9.796
2.01,1,4,2,63.0,8.28,9.429
1.01,4,2,2,60.0,6.41,8.453
0.33,5,4,5,60.0,4.41,6.501
0.4,2,4,4,63.0,4.77,6.704
1.09,3,1,2,55.0,6.64,8.542
1.12,5,5,1,61.0,6.78,7.956
1.35,3,4,5,56.0,7.15,9.247
1.23,3,4,4,54.0,6.92,9.004
0.81,5,1,2,61.0,6.08,7.847
0.49,3,5,2,56.0,5.13,7.082000000000001
1.42,5,4,5,56.0,7.27,9.344
0.33,3,7,5,54.3,4.45,6.122000000000001
1.28,3,6,4,57.0,7.04,8.75
0.4,2,5,6,55.0,4.7,6.777
0.44,4,1,4,58.0,4.9,6.895
0.31,3,4,5,55.0,4.39,6.438
0.61,4,6,3,55.0,5.39,7.212000000000001
0.7,3,4,5,57.0,5.75,7.837999999999999
0.64,3,1,5,56.0,5.61,7.893
0.31,5,4,7,62.0,4.41,6.8839999999999995
2.01,4,5,2,59.0,7.9,9.666
0.34,3,4,6,54.0,4.44,6.653
0.71,3,2,6,57.0,5.7,8.257
0.3,3,4,4,54.0,4.36,6.515
0.71,2,7,4,64.0,5.65,7.405
0.74,4,4,3,60.0,5.73,7.811
0.31,3,5,5,54.2,4.33,6.3229999999999995
0.41,3,4,5,57.0,4.76,6.801
2.04,4,5,2,60.0,8.21,9.7
1.51,3,3,3,56.0,7.35,9.498
1.02,4,3,3,55.0,6.4,8.576
0.74,3,1,2,57.0,5.83,7.861000000000001
1.25,3,5,3,57.0,6.9,8.822000000000001
0.97,5,2,3,60.0,6.29,8.442
0.91,2,4,6,58.0,6.06,8.421
0.32,4,1,3,56.0,4.39,6.33
1.04,5,4,4,58.0,6.51,8.811
0.53,1,3,4,58.0,5.09,7.246
0.56,3,6,4,54.0,5.3,7.12
0.4,3,2,4,54.0,4.73,6.792000000000001
0.51,3,2,4,56.0,5.16,7.4879999999999995
0.56,4,3,5,58.0,5.32,7.565
0.52,4,7,3,59.0,5.14,6.9270000000000005
0.72,2,5,4,61.0,5.68,7.8229999999999995
0.43,5,3,4,58.0,4.89,6.808
0.5,2,3,3,62.0,5.21,7.1160000000000005
0.43,3,3,8,56.0,4.87,7.365
1.03,1,6,5,58.0,6.67,8.373
0.6,3,1,2,57.0,5.37,7.233
1.11,1,5,2,58.0,6.55,8.224
0.71,2,4,5,55.0,5.64,7.956
0.31,4,1,4,57.0,4.33,6.522
1.52,5,2,2,62.0,7.56,9.032
0.34,3,1,5,57.0,4.44,6.532
0.72,3,1,3,57.0,5.69,7.912000000000001
0.3,3,3,4,57.0,4.28,6.405
0.73,3,6,3,56.0,5.8,7.712000000000001
0.46,3,4,2,57.0,4.97,6.693
1.12,5,5,3,56.0,6.69,8.427999999999999
1.01,2,1,2,61.0,6.51,8.413
0.71,2,6,3,64.0,5.71,7.409
0.7,4,7,2,56.0,5.57,7.382999999999999
1.0,2,2,3,54.0,6.23,8.472999999999999
1.01,4,3,4,63.0,6.46,8.795
0.32,3,5,7,57.0,4.42,6.593
1.0,5,3,5,58.0,6.4,8.888
0.31,5,6,3,58.0,4.37,6.26
0.51,4,6,3,60.0,5.03,6.952999999999999
1.51,5,7,5,59.0,7.31,8.968
0.24,2,1,6,58.0,3.85,6.1979999999999995
1.01,3,5,3,55.0,6.39,8.466000000000001
0.33,3,3,7,55.0,4.44,6.862
0.5,3,4,8,56.0,5.11,7.652
1.58,3,5,4,56.0,7.5,9.42
1.01,5,5,4,58.0,6.45,8.392000000000001
1.78,4,2,2,60.0,7.67,9.281
0.7,5,4,5,59.0,5.77,7.837999999999999
1.01,4,5,3,56.0,6.34,8.6
0.33,3,6,6,56.0,4.48,6.582000000000001
0.5,1,5,5,55.0,4.86,7.035
0.38,3,5,5,57.0,4.7,6.77
1.6,5,3,2,60.0,7.55,9.051
0.51,3,3,4,57.0,5.08,7.431
0.31,3,1,6,56.0,4.39,6.979
0.38,5,5,5,58.0,4.65,6.641
1.09,3,4,1,56.0,6.66,8.193
0.31,3,4,8,54.0,4.36,6.792000000000001
1.72,5,5,3,58.0,7.63,9.479
0.3,2,7,3,56.0,4.26,6.109
0.9,5,6,4,60.0,6.16,8.141
0.55,5,1,4,60.0,5.35,7.417000000000001
0.54,3,5,7,57.0,5.24,7.5729999999999995
0.71,4,1,4,58.0,5.76,7.952999999999999
0.32,4,5,5,54.0,4.37,6.33
1.01,5,1,2,60.0,6.46,8.474
1.01,2,4,2,62.0,6.38,8.281
1.16,4,7,4,56.0,6.63,8.372
0.93,5,1,1,60.0,6.2,7.872000000000001
1.51,2,1,2,61.0,7.54,9.295
0.5,4,4,4,58.0,5.08,7.209
0.33,2,6,3,53.0,4.43,6.3229999999999995
0.91,3,5,3,57.0,6.18,8.198
1.09,3,3,5,57.0,6.58,9.075
1.07,5,4,4,58.0,6.54,8.822000000000001
1.33,1,4,2,62.0,6.9,8.712
1.16,3,3,7,56.0,6.76,9.517000000000001
1.28,5,7,2,58.0,6.94,8.442
0.3,5,5,6,58.0,4.35,6.654
0.35,3,5,7,55.0,4.55,6.65
0.5,3,7,3,55.0,5.07,6.797000000000001
0.32,3,6,6,56.0,4.4,6.33
1.2,4,4,2,57.0,6.68,8.632
0.51,4,1,3,54.0,5.1,7.274
0.54,3,2,3,57.0,5.23,7.4879999999999995
0.52,3,6,8,56.0,5.23,7.595
0.7,4,3,4,57.0,5.64,7.917000000000001
0.52,3,1,4,57.0,5.1,7.3629999999999995
0.7,4,4,2,57.0,5.62,7.447
1.38,3,4,7,56.0,7.15,9.492
0.37,4,5,5,59.0,4.66,6.544
1.03,4,3,2,55.0,6.53,8.27
0.58,3,1,4,55.0,5.35,7.474
1.2,4,7,4,57.0,6.72,8.432
0.3,3,5,3,57.0,4.31,6.292000000000001
0.34,3,2,3,57.0,4.51,6.688
0.43,3,1,3,56.0,4.79,6.632999999999999
0.79,5,5,5,60.0,6.07,7.959
2.06,5,4,3,58.0,8.2,9.822000000000001
0.91,3,4,3,56.0,6.19,8.45
0.4,3,1,3,56.0,4.74,6.851
0.58,4,1,7,63.0,5.42,7.851
0.52,4,4,5,58.0,5.21,7.391
0.35,3,4,5,54.0,4.56,6.809
1.04,4,3,4,62.0,6.56,8.727
0.41,5,4,4,58.0,4.75,6.718
2.19,5,7,2,60.0,8.35,9.5
1.27,3,3,6,57.0,6.98,9.533999999999999
1.01,3,3,5,57.0,6.54,8.911
0.62,3,5,7,56.0,5.48,7.695
0.9,4,7,5,57.0,6.13,8.201
0.9,5,1,3,56.0,6.29,8.345
1.01,4,2,2,57.0,6.4,8.406
1.05,3,4,2,57.0,6.51,8.436
0.35,3,6,8,55.0,4.51,6.657
0.32,4,3,3,58.0,4.47,6.279
1.06,5,4,2,60.0,6.53,8.427
1.01,2,2,2,61.0,6.35,8.283999999999999
0.51,3,2,5,54.0,5.15,7.52
1.51,3,7,4,57.0,7.44,8.968
0.76,3,1,4,59.0,5.84,8.16
0.33,3,1,4,54.0,4.47,6.832999999999999
0.24,4,3,7,59.0,4.04,6.314
0.41,4,4,6,59.0,4.69,6.957000000000001
0.41,4,1,4,56.0,4.71,6.813
0.9,5,5,3,60.0,6.13,8.128
0.31,3,6,4,57.0,4.4,6.324
0.41,3,3,5,56.0,4.77,6.915
0.44,4,4,3,61.0,4.83,6.649
0.74,3,1,3,54.0,5.82,7.901
1.5,5,4,2,61.0,7.55,8.812999999999999
0.5,5,2,3,58.0,5.08,7.3839999999999995
0.33,3,3,8,56.0,4.47,7.122999999999999
1.01,3,1,2,55.0,6.4,8.514
1.22,3,4,8,56.0,6.87,9.316
0.23,4,2,4,57.0,3.92,5.996
0.3,3,4,8,56.0,4.31,6.8629999999999995
0.33,5,6,4,59.0,4.44,6.3870000000000005
0.71,5,4,2,60.0,5.69,7.672000000000001
0.5,4,3,6,55.0,5.0,7.675
1.21,5,6,3,59.0,6.81,8.623
1.04,2,7,4,60.0,6.76,8.254
0.76,3,1,4,56.0,5.85,8.259
0.32,4,7,4,56.0,4.37,5.974
0.52,3,3,4,57.0,5.18,7.7170000000000005
0.77,4,1,2,58.0,5.91,8.007
0.4,4,1,4,60.0,4.67,6.779
0.59,4,6,4,59.0,5.41,7.276
1.7,3,4,7,56.0,7.67,9.823
0.57,3,1,4,57.0,5.4,7.506
1.5,2,4,5,58.0,7.12,9.517999999999999
0.3,5,4,6,57.0,4.33,6.778
0.3,3,5,8,54.0,4.34,6.638999999999999
0.33,5,6,3,59.0,4.51,6.349
0.53,3,5,5,57.0,5.24,7.522
0.51,5,1,4,56.0,5.24,7.485
0.34,3,4,4,53.0,4.51,6.64
1.09,3,4,6,54.8,6.6,9.006
0.41,3,2,2,57.0,4.77,6.735
1.2,2,6,5,62.0,6.65,8.669
1.01,3,4,4,57.0,6.48,8.699
1.61,3,3,3,58.0,7.44,9.4
0.41,3,1,6,56.0,4.78,7.079
0.3,4,2,3,56.0,4.27,6.564
0.55,2,4,3,61.0,5.22,7.101
0.35,3,5,7,57.0,4.58,6.732
0.9,4,1,6,57.0,6.1,8.838
0.3,3,3,7,58.0,4.26,6.702000000000001
1.72,5,4,5,60.0,7.82,9.776
0.27,3,3,7,56.0,4.1,6.632999999999999
0.3,5,3,3,61.0,4.29,6.462999999999999
1.28,3,4,2,56.0,6.95,8.83
1.01,3,2,3,57.0,6.44,8.689
0.35,1,3,7,59.0,4.85,6.919
0.51,3,4,5,56.0,5.2,7.524
2.02,4,6,4,57.0,8.21,9.59
0.31,3,1,2,55.0,4.34,6.075
1.1,5,4,4,62.0,6.64,8.802999999999999
1.17,3,6,5,57.0,6.74,8.681000000000001
0.5,4,2,4,60.0,5.04,7.398
0.6,5,4,2,58.0,5.49,7.268
0.9,4,1,2,59.0,6.18,8.275
1.06,3,6,3,55.0,6.54,8.648
0.3,3,3,8,54.0,4.32,6.787000000000001
1.37,3,5,6,56.0,7.13,9.172
0.31,2,2,3,54.0,4.27,6.347
1.03,3,4,3,56.0,6.5,8.564
0.31,3,4,7,57.0,4.38,6.671
0.54,4,6,4,56.0,5.17,7.183
0.74,3,5,8,57.0,5.83,8.232000000000001
1.08,3,5,5,57.0,6.58,8.664
1.35,5,6,3,58.0,7.07,8.755
0.75,5,3,6,57.0,5.88,8.249
1.03,5,3,4,58.0,6.5,8.777000000000001
